I	0.0
know	4.124694
that	2.2016613
the	1.1253316
bulls	13.214466
and	1.2964449
the	2.3632202
pigs	9.568664
are	1.449532
<eos>	0.0
I	0.0
think	3.0921717
that	2.3768654
the	1.2347109
doors	11.369759
and	4.997843
the	1.8850154
windows	10.589321
are	1.2611146
<eos>	0.0
She	0.0
believes	4.7382216
that	1.240648
the	0.96490014
toys	13.594871
and	3.7527323
the	1.8093902
bottles	12.788788
are	1.2264689
<eos>	0.0
He	0.0
hopes	5.895366
that	1.9496826
the	1.1281798
headlines	12.164113
and	4.845527
the	1.2921526
stories	10.207119
are	2.367499
<eos>	0.0
We	0.0
know	4.2893677
that	1.9857558
the	1.0248595
leaders	9.772946
and	4.1752896
the	1.9750115
rivals	9.3220415
are	1.5344827
<eos>	0.0
You	0.0
suspect	7.0721917
that	1.6678462
the	1.072649
physicians	12.096546
and	5.0929713
the	3.7943435
patients	8.089445
are	0.9112109
<eos>	0.0
He	0.0
fears	9.129438
that	0.6992136
the	0.78938985
experts	10.247457
and	4.228049
the	2.7123199
specialists	6.9575686
are	1.6115167
<eos>	0.0
She	0.0
thinks	5.8857603
that	1.6549287
the	1.1224052
stockbrokers	13.589941
and	4.485369
the	1.1741605
consultants	6.39128
are	1.6609426
<eos>	0.0
He	0.0
knows	7.051062
that	1.8583246
the	1.0673001
commanders	11.775179
and	4.7358003
the	1.3768253
deputies	9.427952
are	1.4297423
<eos>	0.0
He	0.0
believes	5.376625
that	1.2929237
the	0.9796796
pilots	7.7243767
and	4.771734
the	2.7449021
planes	9.0552225
are	1.2994033
<eos>	0.0
You	0.0
believe	5.5718646
that	1.6527631
the	1.0783502
knights	13.8011875
and	3.6263316
the	3.032538
horses	12.204875
are	0.91491175
<eos>	0.0
We	0.0
believe	4.943453
that	1.2411062
the	0.9991528
keys	11.616308
and	4.891114
the	1.4857649
locks	11.921127
are	3.549737
<eos>	0.0
They	0.0
believe	6.0461497
that	1.3953502
the	0.966053
memos	13.747912
and	3.6264884
the	4.01757
messages	12.657339
are	2.7573898
<eos>	0.0
You	0.0
know	3.7890916
that	2.8939843
the	1.0725799
warnings	10.236421
and	5.2005806
the	2.4280324
decisions	7.776097
are	1.1820784
<eos>	0.0
She	0.0
knows	6.5412245
that	2.3170216
the	1.1637362
protests	13.4279585
and	4.456023
the	1.624938
petitions	12.77166
are	3.411916
<eos>	0.0
They	0.0
know	5.385681
that	1.7251669
the	0.90762264
investigations	11.8959675
and	5.9618216
the	2.0500185
studies	9.8130455
are	1.6372967
<eos>	0.0
She	0.0
fears	9.571168
that	0.97334737
the	0.8148868
drivers	13.878298
and	6.5209684
the	2.9163816
passengers	10.68403
are	0.99236155
<eos>	0.0
They	0.0
fear	7.3784394
that	1.1081874
the	0.90362227
walls	9.54526
and	4.065975
the	2.4371152
screens	9.925066
are	3.1076589
<eos>	0.0
I	0.0
fear	7.983857
that	1.6627316
the	1.0475338
apartments	13.673431
and	3.888962
the	1.5823927
studios	11.776308
are	1.8033615
<eos>	0.0
I	0.0
suspect	5.9332423
that	1.8690786
the	1.1735616
pedestrians	13.574531
and	4.0675936
the	2.236598
vehicles	12.379332
are	1.8429084
<eos>	0.0
We	0.0
suspect	6.089106
that	1.4717516
the	1.0132302
coaches	10.300036
and	3.9472764
the	1.9166
athletes	11.132918
are	0.8525687
<eos>	0.0
He	0.0
suspects	7.6272926
that	0.5932664
the	0.8856813
episodes	11.4419565
and	6.635455
the	1.9448313
chapters	14.819753
are	5.2647247
<eos>	0.0
You	0.0
think	4.844748
that	2.8594677
the	1.2295306
programs	8.917226
and	4.8745546
the	2.2347353
mistakes	9.43721
are	1.3807411
<eos>	0.0
He	0.0
thinks	6.303502
that	1.7608743
the	1.0888066
managers	9.687819
and	3.6797655
the	2.7037356
executives	5.2752476
are	1.7466103
<eos>	0.0
