Nous	0.0
avons	2.1725986
accepté	9.042554
les	5.0163393
prix	8.786917
et	4.8338723
les	1.3184245
dépenses	7.7426324
étaient	11.557203
importants	11.791584
Ils	0.0
ont	3.2114792
franchi	11.32598
les	3.129921
obstacles	10.320546
et	4.0436215
les	1.4695075
difficultés	6.621655
étaient	9.76231
nombreux	9.564893
Elles	0.0
ont	3.3426461
cherché	9.755838
les	5.4025297
talents	11.198644
et	4.098967
les	1.1090237
qualités	8.135446
étaient	14.217932
divers	12.335394
Il	0.0
a	4.085367
écrit	6.948947
les	4.9030714
procédures	10.5638895
et	5.504808
les	1.5480249
règles	6.2444057
étaient	12.689793
publiés	11.741537
Elle	0.0
a	3.3120623
subi	9.702322
les	4.5557613
traitements	9.898774
et	4.199311
les	1.2668033
opérations	9.43056
étaient	12.676238
chers	15.589185
J'	0.0
ai	0.82073236
acheté	7.9310427
les	4.257964
ordinateurs	9.975285
et	4.029727
les	2.1577551
machines	7.57873
étaient	12.176087
assurés	12.848491
Nous	0.0
avons	2.1725986
découvert	7.8169365
les	3.5638998
départements	11.352221
et	4.2054873
les	1.1304753
régions	5.27962
étaient	12.370988
rejetés	14.672299
Ils	0.0
ont	3.2114792
étudié	10.560223
les	3.1594837
budgets	11.310411
et	4.420016
les	1.4064183
réductions	11.816654
étaient	12.086161
accordés	12.7592
Elles	0.0
ont	3.3426461
utilisé	9.639545
les	3.626758
appareils	10.782222
et	4.735162
les	1.2006688
technologies	8.863827
étaient	13.416804
adaptés	10.826571
Il	0.0
a	4.085367
respecté	12.818287
les	3.4408495
usages	10.816597
et	4.264009
les	1.3005768
conséquences	6.85168
étaient	14.802017
attendus	11.263767
Elle	0.0
a	3.3120623
observé	11.836351
les	4.298933
événements	9.079174
et	4.535239
les	1.243543
activités	7.244475
étaient	12.584495
différents	10.590375
J'	0.0
ai	0.82073236
vendu	11.0629
les	4.2600718
immeubles	12.715772
et	4.116128
les	2.204101
maisons	7.0630746
étaient	9.984952
nouveaux	14.243485
Nous	0.0
achetons	11.610426
les	4.14433
tissus	11.416051
et	4.065409
les	1.4829848
matières	9.508024
sont	8.053005
connus	11.979875
Ils	0.0
changent	10.499781
les	5.049547
lieux	9.040138
et	4.578269
les	1.5066564
dates	9.331254
sont	5.360235
fixés	11.713173
Elles	0.0
approchent	13.39211
les	4.8881
établissements	10.9528
et	4.575188
les	1.3826752
écoles	7.8229938
sont	7.544501
ouverts	10.038764
Il	0.0
déteste	15.048714
les	3.4365208
comportements	10.263378
et	4.423267
les	0.84513366
attitudes	9.193531
sont	8.282212
mauvais	13.047139
Elle	0.0
analyse	12.583012
les	3.8273695
objectifs	7.3395963
et	4.842277
les	1.1376333
principes	6.693653
sont	9.541325
prêts	10.892022
J'	0.0
ignore	8.987253
les	4.274574
risques	8.622806
et	4.535247
les	1.2705919
garanties	11.1959505
sont	7.9451857
considérés	12.652133
Nous	0.0
avons	2.1725986
les	8.121379
intérêts	9.389195
et	5.3820276
les	0.78473115
primes	12.773652
sont	7.2515116
élevés	11.387114
Ils	0.0
aiment	10.012241
les	3.9018285
livres	9.68623
et	3.9713943
les	1.2220519
histoires	7.791206
sont	7.6148252
intéressants	12.8326645
Elles	0.0
évitent	12.324388
les	4.282291
barrages	14.303459
et	3.6352189
les	1.2361461
manifestations	11.366628
sont	7.74294
prévus	11.855757
Il	0.0
réalise	11.654954
les	4.7167864
logiciels	10.598085
et	4.5302215
les	1.4842248
applications	7.4406514
sont	9.138853
vendus	11.691624
Elle	0.0
recherche	11.434076
les	4.8714075
investissements	11.172005
et	4.059793
les	1.2445619
projections	12.313432
sont	8.208683
limités	11.956568
J'	0.0
apprécie	8.574106
les	3.8432014
arguments	10.180247
et	4.251547
les	1.4942082
réponses	7.4744534
sont	8.6043005
bons	10.477737
Nous	0.0
avons	2.1725986
accepté	9.042554
les	5.0163393
prix	8.786917
et	4.8338723
les	1.3184245
dépenses	7.7426324
étaient	11.557203
importantes	8.860586
Ils	0.0
ont	3.2114792
franchi	11.32598
les	3.129921
obstacles	10.320546
et	4.0436215
les	1.4695075
difficultés	6.621655
étaient	9.76231
nombreuses	7.839809
Elles	0.0
ont	3.3426461
cherché	9.755838
les	5.4025297
talents	11.198644
et	4.098967
les	1.1090237
qualités	8.135446
étaient	14.217932
diverses	9.64105
Il	0.0
a	4.085367
écrit	6.948947
les	4.9030714
procédures	10.5638895
et	5.504808
les	1.5480249
règles	6.2444057
étaient	12.689793
publiées	9.124655
Elle	0.0
a	3.3120623
subi	9.702322
les	4.5557613
traitements	9.898774
et	4.199311
les	1.2668033
opérations	9.43056
étaient	12.676238
chères	12.503853
J'	0.0
ai	0.82073236
acheté	7.9310427
les	4.257964
ordinateurs	9.975285
et	4.029727
les	2.1577551
machines	7.57873
étaient	12.176087
assurées	11.462939
Nous	0.0
avons	2.1725986
découvert	7.8169365
les	3.5638998
départements	11.352221
et	4.2054873
les	1.1304753
régions	5.27962
étaient	12.370988
rejetés	14.672299
Ils	0.0
ont	3.2114792
étudié	10.560223
les	3.1594837
budgets	11.310411
et	4.420016
les	1.4064183
réductions	11.816654
étaient	12.086161
accordées	10.053459
Elles	0.0
ont	3.3426461
utilisé	9.639545
les	3.626758
appareils	10.782222
et	4.735162
les	1.2006688
technologies	8.863827
étaient	13.416804
adaptées	9.367024
Il	0.0
a	4.085367
respecté	12.818287
les	3.4408495
usages	10.816597
et	4.264009
les	1.3005768
conséquences	6.85168
étaient	14.802017
attendues	9.350615
Elle	0.0
a	3.3120623
observé	11.836351
les	4.298933
événements	9.079174
et	4.535239
les	1.243543
activités	7.244475
étaient	12.584495
différentes	8.369495
J'	0.0
ai	0.82073236
vendu	11.0629
les	4.2600718
immeubles	12.715772
et	4.116128
les	2.204101
maisons	7.0630746
étaient	9.984952
nouvelles	12.3706875
Nous	0.0
achetons	11.610426
les	4.14433
tissus	11.416051
et	4.065409
les	1.4829848
matières	9.508024
sont	8.053005
connues	9.664229
Ils	0.0
changent	10.499781
les	5.049547
lieux	9.040138
et	4.578269
les	1.5066564
dates	9.331254
sont	5.360235
fixées	9.740342
Elles	0.0
approchent	13.39211
les	4.8881
établissements	10.9528
et	4.575188
les	1.3826752
écoles	7.8229938
sont	7.544501
ouvertes	8.08544
Il	0.0
déteste	15.048714
les	3.4365208
comportements	10.263378
et	4.423267
les	0.84513366
attitudes	9.193531
sont	8.282212
mauvaises	10.765215
Elle	0.0
analyse	12.583012
les	3.8273695
objectifs	7.3395963
et	4.842277
les	1.1376333
principes	6.693653
sont	9.541325
prêtes	14.326653
J'	0.0
ignore	8.987253
les	4.274574
risques	8.622806
et	4.535247
les	1.2705919
garanties	11.1959505
sont	7.9451857
considérées	10.283169
Nous	0.0
avons	2.1725986
les	8.121379
intérêts	9.389195
et	5.3820276
les	0.78473115
primes	12.773652
sont	7.2515116
élevées	10.97243
Ils	0.0
aiment	10.012241
les	3.9018285
livres	9.68623
et	3.9713943
les	1.2220519
histoires	7.791206
sont	7.6148252
intéressantes	10.7420435
Elles	0.0
évitent	12.324388
les	4.282291
barrages	14.303459
et	3.6352189
les	1.2361461
manifestations	11.366628
sont	7.74294
prévues	9.656135
Il	0.0
réalise	11.654954
les	4.7167864
logiciels	10.598085
et	4.5302215
les	1.4842248
applications	7.4406514
sont	9.138853
vendues	11.60305
Elle	0.0
recherche	11.434076
les	4.8714075
investissements	11.172005
et	4.059793
les	1.2445619
projections	12.313432
sont	8.208683
limitées	9.94232
J'	0.0
apprécie	8.574106
les	3.8432014
arguments	10.180247
et	4.251547
les	1.4942082
réponses	7.4744534
sont	8.6043005
bonnes	9.17776
Nous	0.0
avons	2.1725986
accepté	9.042554
les	5.0163393
recettes	10.69449
et	4.748065
les	1.4456819
coûts	8.388447
étaient	11.890954
importants	8.726016
Ils	0.0
ont	3.2114792
franchi	11.32598
les	3.129921
contraintes	10.816024
et	4.806269
les	1.3110764
défis	9.691912
étaient	11.594269
nombreux	7.7988553
Elles	0.0
ont	3.3426461
cherché	9.755838
les	5.4025297
compétences	9.750559
et	4.0149817
les	1.1856083
dons	10.675507
étaient	12.74467
divers	10.793942
Il	0.0
a	4.085367
écrit	6.948947
les	4.9030714
lois	8.39263
et	5.1694055
les	1.4203963
règlements	6.869524
étaient	13.47842
publiés	7.590811
Elle	0.0
a	3.3120623
subi	9.702322
les	4.5557613
interventions	10.23328
et	4.620482
les	1.4461247
soins	9.420587
étaient	12.648727
chers	13.557104
J'	0.0
ai	0.82073236
acheté	7.9310427
les	4.257964
voitures	9.524819
et	4.0288496
les	1.7764678
robots	13.191987
étaient	11.099716
assurés	10.755886
Nous	0.0
avons	2.1725986
découvert	7.8169365
les	3.5638998
provinces	13.743387
et	4.172599
les	1.2300498
maires	12.235437
étaient	11.908463
rejetés	12.981382
Ils	0.0
ont	3.2114792
étudié	10.560223
les	3.1594837
demandes	9.866403
et	4.871815
les	1.6045265
moyens	6.62283
étaient	12.454671
accordés	11.386776
Elles	0.0
ont	3.3426461
utilisé	9.639545
les	3.626758
applications	10.409063
et	4.4949255
les	1.3053312
écrans	11.764095
étaient	13.749942
adaptés	8.42966
Il	0.0
a	4.085367
respecté	12.818287
les	3.4408495
règles	7.068358
et	5.249889
les	1.0656796
résultats	5.979119
étaient	14.392537
attendus	9.323219
Elle	0.0
a	3.3120623
observé	11.836351
les	4.298933
cérémonies	13.694113
et	4.349763
les	1.3171762
spectacles	8.984156
étaient	11.178552
différents	8.951686
J'	0.0
ai	0.82073236
vendu	11.0629
les	4.2600718
résidences	14.174335
et	4.757869
les	2.1339118
logements	10.876932
étaient	10.826843
nouveaux	12.860749
Nous	0.0
achetons	11.610426
les	4.14433
couleurs	8.329759
et	4.3078003
les	1.3185136
